element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff
Zn,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,74.000000,9.000000,83.000000,2.000000,2.128861,2.920968
As,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,67.000000,5.000000,55.000000,1.000000,1.162998,1.533807
Sr,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,420.000000,30.000000,359.000000,1.000000,2.515338,2.706829
Y,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,13.000000,0.010000,10.000000,1.000000,0.713874,1.228664
Zr,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,53.000000,0.010000,47.000000,1.000000,1.097783,1.484967
Mo,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,35.000000,0.900000,29.000000,1.000000,1.065183,1.461032
Ba,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,290.000000,40.000000,206.000000,10.000000,16.503011,19.296356
Pb,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,38.000000,4.000000,41.000000,1.000000,0.972375,1.394816
U,2025-05-06,15:32:17,3,150,Carbonate-Rich Shale,5.000000,0.400000,9.000000,1.000000,0.875229,1.328919
Mg,2025-05-06,15:35:02,3,151,Marine Shale,15683.000000,60.000000,14105.000000,684.000000,623.651959,925.633711
Al,2025-05-06,15:35:02,3,151,Marine Shale,111132.000000,212.000000,116088.000000,385.000000,1129.053095,1192.889723
Si,2025-05-06,15:35:02,3,151,Marine Shale,222717.000000,400.000000,222505.000000,431.000000,1745.922558,1798.334390
P,2025-05-06,15:35:02,3,151,Marine Shale,1615.000000,9.000000,1515.000000,23.000000,114.115102,116.409864
S,2025-05-06,15:35:02,3,151,Marine Shale,7150.000000,80.000000,4114.000000,29.000000,76.901515,82.187852
K,2025-05-06,15:35:02,3,151,Marine Shale,28640.000000,83.000000,26429.000000,68.000000,137.230155,153.153894
Ca,2025-05-06,15:35:02,3,151,Marine Shale,21084.000000,71.000000,20518.000000,53.000000,390.642432,394.221397
Ti,2025-05-06,15:35:02,3,151,Marine Shale,5126.000000,18.000000,4944.000000,78.000000,77.225008,109.762024
V,2025-05-06,15:35:02,3,151,Marine Shale,220.000000,1.400000,196.000000,21.000000,20.216140,29.149482
Cr,2025-05-06,15:35:02,3,151,Marine Shale,109.000000,1.000000,113.000000,10.000000,6.996565,12.204586
Mn,2025-05-06,15:35:02,3,151,Marine Shale,1162.000000,8.000000,1006.000000,14.000000,16.289252,21.478821
Fe,2025-05-06,15:35:02,3,151,Marine Shale,67912.000000,155.000000,66943.000000,151.000000,189.790472,242.531283
Co,2025-05-06,15:35:02,3,151,Marine Shale,22.700000,0.100000,171.000000,20.000000,22.311461,29.963332
Ni,2025-05-06,15:35:02,3,151,Marine Shale,82.800000,0.800000,100.000000,3.000000,2.967776,4.219916
Cu,2025-05-06,15:35:02,3,151,Marine Shale,31.000000,0.600000,51.000000,3.000000,7.755478,8.315494
Zn,2025-05-06,15:35:02,3,151,Marine Shale,186.000000,1.700000,218.000000,3.000000,7.688236,8.252816
As,2025-05-06,15:35:02,3,151,Marine Shale,25.700000,0.700000,27.000000,1.000000,1.080123,1.471960
Rb,2025-05-06,15:35:02,3,151,Marine Shale,147.000000,1.000000,149.000000,1.000000,1.226053,1.582152
Sr,2025-05-06,15:35:02,3,151,Marine Shale,178.000000,1.400000,180.000000,1.000000,1.403978,1.723704
Y,2025-05-06,15:35:02,3,151,Marine Shale,36.500000,0.100000,37.000000,1.000000,1.026882,1.433348
Zr,2025-05-06,15:35:02,3,151,Marine Shale,134.000000,1.600000,136.000000,1.000000,1.372813,1.698416
Nb,2025-05-06,15:35:02,3,151,Marine Shale,15.300000,0.100000,10.000000,1.000000,0.959099,1.385594
Ba,2025-05-06,15:35:02,3,151,Marine Shale,788.000000,7.700000,864.000000,15.000000,16.586699,22.363331
La,2025-05-06,15:35:02,3,151,Marine Shale,52.500000,0.600000,164.000000,24.000000,25.458463,34.987617
Ce,2025-05-06,15:35:02,3,151,Marine Shale,108.000000,0.900000,189.000000,29.000000,29.781900,41.568757
Pb,2025-05-06,15:35:02,3,151,Marine Shale,35.000000,0.100000,40.000000,1.000000,1.263390,1.611258
Th,2025-05-06,15:35:02,3,151,Marine Shale,15.800000,0.100000,29.000000,2.000000,2.363586,3.096214
U,2025-05-06,15:35:02,3,151,Marine Shale,5.760000,0.100000,8.000000,1.000000,1.204958,1.565862
Mg,2025-05-06,15:37:53,3,152,Black Shale,12300.000000,77.000000,13072.000000,686.000000,729.051940,1001.055808
Al,2025-05-06,15:37:53,3,152,Black Shale,80300.000000,409.000000,91077.000000,343.000000,792.651452,863.681263
Si,2025-05-06,15:37:53,3,152,Black Shale,235700.000000,1217.000000,244501.000000,446.000000,1639.512953,1699.093501
P,2025-05-06,15:37:53,3,152,Black Shale,400.000000,0.100000,647.000000,19.000000,113.064694,114.650011
S,2025-05-06,15:37:53,3,152,Black Shale,58400.000000,470.000000,42025.000000,104.000000,267.404182,286.916359
K,2025-05-06,15:37:53,3,152,Black Shale,31800.000000,281.000000,31726.000000,78.000000,168.353556,185.544927
Ca,2025-05-06,15:37:53,3,152,Black Shale,11800.000000,201.000000,13742.000000,40.000000,341.827967,344.160368
Ti,2025-05-06,15:37:53,3,152,Black Shale,3600.000000,47.000000,3673.000000,74.000000,74.284817,104.853393
V,2025-05-06,15:37:53,3,152,Black Shale,219.120000,3.640000,200.000000,20.000000,16.742009,26.082463
Cr,2025-05-06,15:37:53,3,152,Black Shale,98.350000,3.600000,95.000000,10.000000,9.209109,13.594399
Mn,2025-05-06,15:37:53,3,152,Black Shale,200.000000,0.000000,186.000000,10.000000,11.095593,14.936940
Fe,2025-05-06,15:37:53,3,152,Black Shale,66400.000000,544.000000,65130.000000,144.000000,155.394092,211.856847
Co,2025-05-06,15:37:53,3,152,Black Shale,40.650000,0.700000,245.000000,20.000000,20.211066,28.433909
Ni,2025-05-06,15:37:53,3,152,Black Shale,192.940000,16.490000,200.000000,4.000000,4.359267,5.916351
Cu,2025-05-06,15:37:53,3,152,Black Shale,176.650000,3.240000,184.000000,4.000000,3.915371,5.597332
Zn,2025-05-06,15:37:53,3,152,Black Shale,62.520000,7.800000,55.000000,2.000000,2.669870,3.335896
As,2025-05-06,15:37:53,3,152,Black Shale,46.240000,0.830000,49.000000,1.000000,1.391365,1.713446
Rb,2025-05-06,15:37:53,3,152,Black Shale,140.000000,5.000000,156.000000,1.000000,1.278521,1.623150
Sr,2025-05-06,15:37:53,3,152,Black Shale,86.740000,1.710000,82.000000,1.000000,0.931982,1.366964
Y,2025-05-06,15:37:53,3,152,Black Shale,26.700000,0.600000,28.000000,1.000000,0.828189,1.298421
Zr,2025-05-06,15:37:53,3,152,Black Shale,144.240000,2.310000,138.000000,1.000000,1.391365,1.713446
Nb,2025-05-06,15:37:53,3,152,Black Shale,8.810000,0.100000,5.000000,1.000000,0.989949,1.407125
Mo,2025-05-06,15:37:53,3,152,Black Shale,159.410000,4.290000,143.000000,1.000000,1.983910,2.221688
Ba,2025-05-06,15:37:53,3,152,Black Shale,454.110000,29.590000,457.000000,13.000000,15.613111,20.316723
La,2025-05-06,15:37:53,3,152,Black Shale,33.530000,0.510000,80.000000,23.000000,14.737330,27.316458
Ce,2025-05-06,15:37:53,3,152,Black Shale,64.580000,1.120000,110.000000,27.000000,24.725777,36.610982
Pb,2025-05-06,15:37:53,3,152,Black Shale,52.180000,0.880000,53.000000,1.000000,1.368136,1.694637
Th,2025-05-06,15:37:53,3,152,Black Shale,9.310000,0.100000,22.000000,2.000000,2.322548,3.065001
U,2025-05-06,15:37:53,3,152,Black Shale,25.400000,0.510000,29.000000,1.000000,1.164375,1.534852
Al,2025-05-06,15:40:39,3,153,Carbonatite,1958.000000,212.000000,2805.000000,146.000000,393.265928,419.492658
Si,2025-05-06,15:40:39,3,153,Carbonatite,16222.000000,514.000000,12954.000000,94.000000,360.179042,372.243123
Fe,2025-05-06,15:40:39,3,153,Carbonatite,20562.000000,700.000000,14608.000000,61.000000,249.653985,256.998273
Ni,2025-05-06,15:40:39,3,153,Carbonatite,13.000000,1.000000,16.000000,3.000000,2.464491,3.882489
Y,2025-05-06,15:40:39,3,153,Carbonatite,81.000000,0.500000,67.000000,1.000000,1.574028,1.864823
Mg,2025-05-06,15:43:30,3,154,Phosphate,6400.000000,51.000000,5667.000000,933.000000,891.789297,1290.649895
Al,2025-05-06,15:43:30,3,154,Phosphate,12000.000000,138.000000,15108.000000,212.000000,478.559805,523.415215
Si,2025-05-06,15:43:30,3,154,Phosphate,61400.000000,316.000000,59097.000000,212.000000,614.596196,650.132666
Fe,2025-05-06,15:43:30,3,154,Phosphate,39200.000000,199.000000,41362.000000,129.000000,179.887556,221.360639
Zn,2025-05-06,15:43:30,3,154,Phosphate,26.400000,3.660000,27.000000,3.000000,2.544377,3.933682
As,2025-05-06,15:43:30,3,154,Phosphate,24.800000,0.920000,23.000000,2.000000,1.615893,2.571208
Sr,2025-05-06,15:43:30,3,154,Phosphate,703.600000,3.110000,707.000000,3.000000,3.963065,4.970501
Zr,2025-05-06,15:43:30,3,154,Phosphate,58.710000,10.770000,65.000000,2.000000,5.468269,5.822539
Ba,2025-05-06,15:43:30,3,154,Phosphate,219.700000,1.720000,241.000000,16.000000,19.053760,24.880630
Pb,2025-05-06,15:43:30,3,154,Phosphate,76.700000,4.080000,77.000000,2.000000,4.425121,4.856099
Mg,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,26800.000000,1206.000000,25756.000000,813.000000,759.354348,1112.469337
Al,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,34500.000000,1111.000000,37379.000000,246.000000,1108.266918,1135.240750
Si,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,131800.000000,982.000000,131306.000000,304.000000,858.155672,910.410433
P,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,1400.000000,288.000000,1495.000000,21.000000,87.424656,89.911459
S,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,15300.000000,1100.000000,13202.000000,44.000000,140.893190,147.603831
K,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,13800.000000,8301.000000,12792.000000,38.000000,88.450171,96.267506
Ca,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,59900.000000,1215.000000,59368.000000,127.000000,414.003852,433.045251
Ti,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,1500.000000,150.000000,1523.000000,54.000000,53.785036,76.215682
V,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,130.000000,6.000000,115.000000,15.000000,13.251512,20.015058
Mn,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,267.000000,34.000000,216.000000,8.000000,8.262908,11.501115
Fe,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,21200.000000,1088.000000,18854.000000,54.000000,163.645205,172.324558
Co,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,12.000000,1.500000,49.000000,10.000000,8.808504,13.326280
Ni,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,29.000000,0.010000,25.000000,2.000000,1.790287,2.684237
Cu,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,66.000000,9.000000,69.000000,2.000000,2.268090,3.023943
Zn,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,74.000000,9.000000,84.000000,2.000000,2.128861,2.920968
As,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,67.000000,5.000000,52.000000,1.000000,1.162998,1.533807
Sr,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,420.000000,30.000000,358.000000,1.000000,2.515338,2.706829
Y,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,13.000000,0.010000,8.000000,1.000000,0.713874,1.228664
Zr,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,53.000000,0.010000,43.000000,1.000000,1.097783,1.484967
Mo,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,35.000000,0.900000,31.000000,1.000000,1.065183,1.461032
Ba,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,290.000000,40.000000,224.000000,10.000000,16.503011,19.296356
La,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,20.000000,1.800000,55.000000,18.000000,9.622889,20.410781
Ce,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,36.000000,4.000000,65.000000,21.000000,14.666288,25.614449
Pb,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,38.000000,4.000000,40.000000,1.000000,0.972375,1.394816
Th,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,5.000000,0.210000,8.000000,2.000000,1.519712,2.511877
U,2025-05-07,14:43:39,1,1,Carbonate-Rich Shale,5.000000,0.400000,8.000000,1.000000,0.875229,1.328919
Mg,2025-05-07,14:47:03,1,2,Marine Shale,15683.000000,60.000000,14940.000000,759.000000,623.651959,982.355723
Al,2025-05-07,14:47:03,1,2,Marine Shale,111132.000000,212.000000,116699.000000,401.000000,1129.053095,1198.149361
Si,2025-05-07,14:47:03,1,2,Marine Shale,222717.000000,400.000000,224345.000000,449.000000,1745.922558,1802.733085
P,2025-05-07,14:47:03,1,2,Marine Shale,1615.000000,9.000000,1451.000000,23.000000,114.115102,116.409864
S,2025-05-07,14:47:03,1,2,Marine Shale,7150.000000,80.000000,3969.000000,29.000000,76.901515,82.187852
K,2025-05-07,14:47:03,1,2,Marine Shale,28640.000000,83.000000,26307.000000,70.000000,137.230155,154.052314
Ca,2025-05-07,14:47:03,1,2,Marine Shale,21084.000000,71.000000,19841.000000,53.000000,390.642432,394.221397
Ti,2025-05-07,14:47:03,1,2,Marine Shale,5126.000000,18.000000,4873.000000,78.000000,77.225008,109.762024
V,2025-05-07,14:47:03,1,2,Marine Shale,220.000000,1.400000,197.000000,21.000000,20.216140,29.149482
Cr,2025-05-07,14:47:03,1,2,Marine Shale,109.000000,1.000000,112.000000,10.000000,6.996565,12.204586
Mn,2025-05-07,14:47:03,1,2,Marine Shale,1162.000000,8.000000,986.000000,14.000000,16.289252,21.478821
Fe,2025-05-07,14:47:03,1,2,Marine Shale,67912.000000,155.000000,66828.000000,154.000000,189.790472,244.410358
Co,2025-05-07,14:47:03,1,2,Marine Shale,22.700000,0.100000,152.000000,20.000000,22.311461,29.963332
Ni,2025-05-07,14:47:03,1,2,Marine Shale,82.800000,0.800000,96.000000,3.000000,2.967776,4.219916
Cu,2025-05-07,14:47:03,1,2,Marine Shale,31.000000,0.600000,54.000000,3.000000,7.755478,8.315494
Zn,2025-05-07,14:47:03,1,2,Marine Shale,186.000000,1.700000,230.000000,3.000000,7.688236,8.252816
As,2025-05-07,14:47:03,1,2,Marine Shale,25.700000,0.700000,28.000000,1.000000,1.080123,1.471960
Rb,2025-05-07,14:47:03,1,2,Marine Shale,147.000000,1.000000,147.000000,1.000000,1.226053,1.582152
Sr,2025-05-07,14:47:03,1,2,Marine Shale,178.000000,1.400000,178.000000,1.000000,1.403978,1.723704
Y,2025-05-07,14:47:03,1,2,Marine Shale,36.500000,0.100000,37.000000,1.000000,1.026882,1.433348
Zr,2025-05-07,14:47:03,1,2,Marine Shale,134.000000,1.600000,134.000000,1.000000,1.372813,1.698416
Nb,2025-05-07,14:47:03,1,2,Marine Shale,15.300000,0.100000,8.000000,1.000000,0.959099,1.385594
Mo,2025-05-07,14:47:03,1,2,Marine Shale,2.400000,0.100000,4.000000,1.000000,0.577350,1.154701
Ba,2025-05-07,14:47:03,1,2,Marine Shale,788.000000,7.700000,836.000000,15.000000,16.586699,22.363331
La,2025-05-07,14:47:03,1,2,Marine Shale,52.500000,0.600000,87.000000,24.000000,25.458463,34.987617
Ce,2025-05-07,14:47:03,1,2,Marine Shale,108.000000,0.900000,161.000000,29.000000,29.781900,41.568757
Pb,2025-05-07,14:47:03,1,2,Marine Shale,35.000000,0.100000,37.000000,1.000000,1.263390,1.611258
Th,2025-05-07,14:47:03,1,2,Marine Shale,15.800000,0.100000,30.000000,2.000000,2.363586,3.096214
U,2025-05-07,14:47:03,1,2,Marine Shale,5.760000,0.100000,8.000000,1.000000,1.204958,1.565862
Mg,2025-05-07,14:49:37,1,3,Black Shale,12300.000000,77.000000,12266.000000,748.000000,729.051940,1044.519378
Al,2025-05-07,14:49:37,1,3,Black Shale,80300.000000,409.000000,91848.000000,357.000000,792.651452,869.336140
Si,2025-05-07,14:49:37,1,3,Black Shale,235700.000000,1217.000000,244948.000000,460.000000,1639.512953,1702.821988
P,2025-05-07,14:49:37,1,3,Black Shale,400.000000,0.100000,617.000000,19.000000,113.064694,114.650011
S,2025-05-07,14:49:37,1,3,Black Shale,58400.000000,470.000000,41954.000000,106.000000,267.404182,287.647348
K,2025-05-07,14:49:37,1,3,Black Shale,31800.000000,281.000000,31528.000000,79.000000,168.353556,185.967524
Ca,2025-05-07,14:49:37,1,3,Black Shale,11800.000000,201.000000,13497.000000,40.000000,341.827967,344.160368
Ti,2025-05-07,14:49:37,1,3,Black Shale,3600.000000,47.000000,3614.000000,73.000000,74.284817,104.150055
V,2025-05-07,14:49:37,1,3,Black Shale,219.120000,3.640000,213.000000,20.000000,16.742009,26.082463
Cr,2025-05-07,14:49:37,1,3,Black Shale,98.350000,3.600000,77.000000,10.000000,9.209109,13.594399
Mn,2025-05-07,14:49:37,1,3,Black Shale,200.000000,0.000000,178.000000,10.000000,11.095593,14.936940
Fe,2025-05-07,14:49:37,1,3,Black Shale,66400.000000,544.000000,65028.000000,147.000000,155.394092,213.907278
Co,2025-05-07,14:49:37,1,3,Black Shale,40.650000,0.700000,219.000000,20.000000,20.211066,28.433909
Ni,2025-05-07,14:49:37,1,3,Black Shale,192.940000,16.490000,201.000000,4.000000,4.359267,5.916351
Cu,2025-05-07,14:49:37,1,3,Black Shale,176.650000,3.240000,179.000000,4.000000,3.915371,5.597332
Zn,2025-05-07,14:49:37,1,3,Black Shale,62.520000,7.800000,60.000000,2.000000,2.669870,3.335896
As,2025-05-07,14:49:37,1,3,Black Shale,46.240000,0.830000,45.000000,1.000000,1.391365,1.713446
Rb,2025-05-07,14:49:37,1,3,Black Shale,140.000000,5.000000,153.000000,1.000000,1.278521,1.623150
Sr,2025-05-07,14:49:37,1,3,Black Shale,86.740000,1.710000,82.000000,1.000000,0.931982,1.366964
Y,2025-05-07,14:49:37,1,3,Black Shale,26.700000,0.600000,29.000000,1.000000,0.828189,1.298421
Zr,2025-05-07,14:49:37,1,3,Black Shale,144.240000,2.310000,140.000000,1.000000,1.391365,1.713446
Nb,2025-05-07,14:49:37,1,3,Black Shale,8.810000,0.100000,6.000000,1.000000,0.989949,1.407125
Mo,2025-05-07,14:49:37,1,3,Black Shale,159.410000,4.290000,138.000000,1.000000,1.983910,2.221688
Ba,2025-05-07,14:49:37,1,3,Black Shale,454.110000,29.590000,438.000000,13.000000,15.613111,20.316723
Ce,2025-05-07,14:49:37,1,3,Black Shale,64.580000,1.120000,90.000000,27.000000,24.725777,36.610982
Pb,2025-05-07,14:49:37,1,3,Black Shale,52.180000,0.880000,55.000000,1.000000,1.368136,1.694637
Th,2025-05-07,14:49:37,1,3,Black Shale,9.310000,0.100000,21.000000,2.000000,2.322548,3.065001
U,2025-05-07,14:49:37,1,3,Black Shale,25.400000,0.510000,31.000000,1.000000,1.164375,1.534852
Al,2025-05-07,14:52:17,1,4,Carbonatite,1958.000000,212.000000,2516.000000,153.000000,393.265928,421.979964
Si,2025-05-07,14:52:17,1,4,Carbonatite,16222.000000,514.000000,12675.000000,96.000000,360.179042,372.753192
Fe,2025-05-07,14:52:17,1,4,Carbonatite,20562.000000,700.000000,15379.000000,64.000000,249.653985,257.726817
Ni,2025-05-07,14:52:17,1,4,Carbonatite,13.000000,1.000000,14.000000,3.000000,2.464491,3.882489
Y,2025-05-07,14:52:17,1,4,Carbonatite,81.000000,0.500000,68.000000,1.000000,1.574028,1.864823
Mg,2025-05-07,14:54:59,1,5,Phosphate,6400.000000,51.000000,7962.000000,1025.000000,891.789297,1358.643864
Al,2025-05-07,14:54:59,1,5,Phosphate,12000.000000,138.000000,15455.000000,223.000000,478.559805,527.966369
Si,2025-05-07,14:54:59,1,5,Phosphate,61400.000000,316.000000,59475.000000,219.000000,614.596196,652.448836
Fe,2025-05-07,14:54:59,1,5,Phosphate,39200.000000,199.000000,41560.000000,133.000000,179.887556,223.715294
Zn,2025-05-07,14:54:59,1,5,Phosphate,26.400000,3.660000,27.000000,3.000000,2.544377,3.933682
As,2025-05-07,14:54:59,1,5,Phosphate,24.800000,0.920000,25.000000,2.000000,1.615893,2.571208
Sr,2025-05-07,14:54:59,1,5,Phosphate,703.600000,3.110000,709.000000,3.000000,3.963065,4.970501
Zr,2025-05-07,14:54:59,1,5,Phosphate,58.710000,10.770000,66.000000,2.000000,5.468269,5.822539
Ba,2025-05-07,14:54:59,1,5,Phosphate,219.700000,1.720000,266.000000,16.000000,19.053760,24.880630
Pb,2025-05-07,14:54:59,1,5,Phosphate,76.700000,4.080000,76.000000,2.000000,4.425121,4.856099
Mg,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,26800.000000,1206.000000,25935.000000,727.000000,759.354348,1051.260208
Al,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,34500.000000,1111.000000,36354.000000,231.000000,1108.266918,1132.085050
Si,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,131800.000000,982.000000,129875.000000,290.000000,858.155672,905.831749
P,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,1400.000000,288.000000,1453.000000,20.000000,87.424656,89.683167
S,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,15300.000000,1100.000000,13120.000000,43.000000,140.893190,147.308829
K,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,13800.000000,8301.000000,12760.000000,37.000000,88.450171,95.877175
Ca,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,59900.000000,1215.000000,59535.000000,123.000000,414.003852,431.889094
Ti,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,1500.000000,150.000000,1519.000000,54.000000,53.785036,76.215682
V,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,130.000000,6.000000,101.000000,15.000000,13.251512,20.015058
Mn,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,267.000000,34.000000,249.000000,8.000000,8.262908,11.501115
Fe,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,21200.000000,1088.000000,18864.000000,53.000000,163.645205,172.013817
Co,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,12.000000,1.500000,72.000000,10.000000,8.808504,13.326280
Ni,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,29.000000,0.010000,28.000000,2.000000,1.790287,2.684237
Cu,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,66.000000,9.000000,67.000000,2.000000,2.268090,3.023943
Zn,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,74.000000,9.000000,83.000000,2.000000,2.128861,2.920968
As,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,67.000000,5.000000,53.000000,1.000000,1.162998,1.533807
Sr,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,420.000000,30.000000,356.000000,1.000000,2.515338,2.706829
Y,2025-05-07,17:48:13,2,78,Carbonate-Rich Shale,13.000000,0.010000,10.000000,1.000000,0.713874,1.228664
