element,date,time,block,reading,sample_id,x,sigma_x,y,sigma_y_c,epsilon,sigma_y_eff,rules,reason
Nd,2025-05-20,17:15:23,3,108,Carbonatite,480.000000,15.000000,710.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-05-20,17:15:23,3,108,Carbonatite,0.000000,0.010000,9.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-05-20,17:15:23,3,108,Carbonatite,0.000000,0.010000,137.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-05-20,17:18:02,3,109,Phosphate,113500.000000,22979.000000,87614.000000,240.000000,559.462522,608.767865,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-05-20,17:18:02,3,109,Phosphate,282600.000000,839.000000,287556.000000,555.000000,1215.927377,1336.601805,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-05-20,17:18:02,3,109,Phosphate,900.000000,34.000000,556.000000,94.000000,73.212847,119.147475,4,manual: knock-on interference / matrix absorption
Cr,2025-05-20,17:18:02,3,109,Phosphate,49.200000,5.200000,406.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-05-20,17:18:02,3,109,Phosphate,8400.000000,40.000000,8665.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-05-20,17:18:02,3,109,Phosphate,32.000000,4.170000,80.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2025-05-20,17:18:02,3,109,Phosphate,23.000000,5.020000,13.000000,3.000000,5.680503,6.424026,4,manual: knock-on interference / matrix absorption
Y,2025-05-20,17:18:02,3,109,Phosphate,631.000000,3.900000,670.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-05-20,17:18:02,3,109,Phosphate,0.000000,0.010000,23.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-20,17:18:02,3,109,Phosphate,0.000000,0.010000,21.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-05-20,17:18:02,3,109,Phosphate,495.800000,4.890000,751.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-20,17:18:02,3,109,Phosphate,928.800000,10.190000,1288.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-05-20,17:18:02,3,109,Phosphate,351.000000,9.940000,549.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-05-20,17:18:02,3,109,Phosphate,0.000000,0.010000,17.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-20,17:18:02,3,109,Phosphate,0.000000,0.010000,9.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-05-20,17:18:02,3,109,Phosphate,10.700000,0.670000,34.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-05-20,17:18:02,3,109,Phosphate,30.500000,0.710000,29.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-05-21,09:49:52,1,2,Carbonate-Rich Shale,0.000000,0.010000,75.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Nb,2025-05-21,09:49:52,1,2,Carbonate-Rich Shale,0.000000,0.010000,3.000000,1.000000,0.550482,1.141504,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sb,2025-05-21,09:49:52,1,2,Carbonate-Rich Shale,3.000000,0.500000,18.000000,6.000000,0.000000,6.000000,5,element CV 0.81177 >= 0.5 after Rules 1-4 (incoherent array)
Cd,2025-05-21,09:52:35,1,3,Marine Shale,0.100000,0.100000,12.000000,4.000000,1.154701,4.163332,1,certified value 0.1 <= 1x uncertainty 0.1 (~0)
Sn,2025-05-21,09:52:35,1,3,Marine Shale,3.300000,0.100000,24.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Se,2025-05-21,09:55:12,1,4,Black Shale,6.310000,0.870000,4.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Cd,2025-05-21,09:55:12,1,4,Black Shale,0.100000,0.100000,13.000000,4.000000,2.061553,4.500000,1,certified value 0.1 <= 1x uncertainty 0.1 (~0)
Sn,2025-05-21,09:55:12,1,4,Black Shale,0.000000,0.010000,16.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-21,09:55:12,1,4,Black Shale,0.000000,0.010000,10.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-05-21,09:58:10,1,5,Carbonatite,0.000000,0.010000,4674.000000,35.000000,88.475841,95.147120,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-05-21,09:58:10,1,5,Carbonatite,1328.000000,166.000000,261.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2025-05-21,09:58:10,1,5,Carbonatite,345200.000000,2716.000000,340171.000000,519.000000,2302.419916,2360.190346,3,345200 ppm > 4x max shale (59900 ppm)
Cr,2025-05-21,09:58:10,1,5,Carbonatite,5.000000,0.010000,531.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-05-21,09:58:10,1,5,Carbonatite,3330.000000,3330.000000,2388.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-05-21,09:58:10,1,5,Carbonatite,5.000000,0.010000,13.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-05-21,09:58:10,1,5,Carbonatite,87.000000,1.500000,66.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-05-21,09:58:10,1,5,Carbonatite,0.000000,0.010000,16.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-05-21,09:58:10,1,5,Carbonatite,12000.000000,50.000000,9272.000000,25.000000,44.512927,51.052920,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-05-21,09:58:10,1,5,Carbonatite,65.000000,3.000000,95.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-05-21,09:58:10,1,5,Carbonatite,3900.000000,60.000000,2837.000000,8.000000,41.137862,41.908516,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-05-21,09:58:10,1,5,Carbonatite,0.000000,0.010000,14.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2025-05-21,09:58:10,1,5,Carbonatite,0.000000,0.010000,13.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-21,09:58:10,1,5,Carbonatite,0.000000,0.010000,17.000000,6.000000,4.086563,7.259477,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-05-21,09:58:10,1,5,Carbonatite,1000.000000,50.000000,1206.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-05-21,09:58:10,1,5,Carbonatite,750.000000,10.000000,1269.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-21,09:58:10,1,5,Carbonatite,1700.000000,100.000000,2313.000000,41.000000,53.742859,67.596560,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-05-21,09:58:10,1,5,Carbonatite,150.000000,6.000000,207.000000,50.000000,40.640099,64.433048,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-05-21,09:58:10,1,5,Carbonatite,480.000000,15.000000,655.000000,74.000000,92.046741,118.104202,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-05-21,09:58:10,1,5,Carbonatite,0.000000,0.010000,8.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-05-21,09:58:10,1,5,Carbonatite,0.000000,0.010000,191.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-05-21,10:00:45,1,6,Phosphate,113500.000000,22979.000000,87495.000000,247.000000,559.462522,611.561374,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-05-21,10:00:45,1,6,Phosphate,282600.000000,839.000000,285349.000000,573.000000,1215.927377,1344.175727,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-05-21,10:00:45,1,6,Phosphate,900.000000,34.000000,543.000000,93.000000,73.212847,118.360132,4,manual: knock-on interference / matrix absorption
Cr,2025-05-21,10:00:45,1,6,Phosphate,49.200000,5.200000,413.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-05-21,10:00:45,1,6,Phosphate,8400.000000,40.000000,8546.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-05-21,10:00:45,1,6,Phosphate,32.000000,4.170000,75.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2025-05-21,10:00:45,1,6,Phosphate,23.000000,5.020000,16.000000,3.000000,5.680503,6.424026,4,manual: knock-on interference / matrix absorption
Y,2025-05-21,10:00:45,1,6,Phosphate,631.000000,3.900000,672.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-05-21,10:00:45,1,6,Phosphate,0.000000,0.010000,22.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-21,10:00:45,1,6,Phosphate,0.000000,0.010000,22.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-05-21,10:00:45,1,6,Phosphate,495.800000,4.890000,735.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-21,10:00:45,1,6,Phosphate,928.800000,10.190000,1315.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Pr,2025-05-21,10:00:45,1,6,Phosphate,96.700000,1.180000,177.000000,49.000000,28.308252,56.589373,3,96.7 ppm > 4x max shale (12.6 ppm)
Nd,2025-05-21,10:00:45,1,6,Phosphate,351.000000,9.940000,707.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-05-21,10:00:45,1,6,Phosphate,0.000000,0.010000,14.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-21,10:00:45,1,6,Phosphate,0.000000,0.010000,8.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-05-21,10:00:45,1,6,Phosphate,10.700000,0.670000,34.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-05-21,10:00:45,1,6,Phosphate,30.500000,0.710000,31.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-05-21,12:04:02,2,39,Carbonate-Rich Shale,0.000000,0.010000,75.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-21,12:06:44,2,40,Marine Shale,3.300000,0.100000,26.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-05-21,12:06:44,2,40,Marine Shale,0.000000,0.010000,8.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-05-21,12:09:14,2,41,Black Shale,6.310000,0.870000,3.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Sn,2025-05-21,12:09:14,2,41,Black Shale,0.000000,0.010000,19.000000,5.000000,4.210165,6.536474,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-21,12:09:14,2,41,Black Shale,0.000000,0.010000,9.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-05-21,12:11:56,2,42,Carbonatite,7540.000000,181.000000,2550.000000,875.000000,715.655280,1130.392622,4,manual: knock-on interference / matrix absorption
P,2025-05-21,12:11:56,2,42,Carbonatite,0.000000,0.010000,4528.000000,35.000000,88.475841,95.147120,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-05-21,12:11:56,2,42,Carbonatite,1328.000000,166.000000,119.000000,15.000000,63.400690,65.150959,4,manual: knock-on interference / matrix absorption
Ca,2025-05-21,12:11:56,2,42,Carbonatite,345200.000000,2716.000000,344972.000000,648.000000,2302.419916,2391.869869,3,345200 ppm > 4x max shale (59900 ppm)
Ti,2025-05-21,12:11:56,2,42,Carbonatite,1500.000000,12.000000,299.000000,86.000000,63.055342,106.639468,4,manual: knock-on interference / matrix absorption
V,2025-05-21,12:11:56,2,42,Carbonatite,110.000000,6.000000,80.000000,26.000000,6.930208,26.907764,4,manual: knock-on interference / matrix absorption
Cr,2025-05-21,12:11:56,2,42,Carbonatite,5.000000,0.010000,486.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-05-21,12:11:56,2,42,Carbonatite,3330.000000,3330.000000,2373.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Zn,2025-05-21,12:11:56,2,42,Carbonatite,87.000000,1.500000,68.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-05-21,12:11:56,2,42,Carbonatite,0.000000,0.010000,14.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-05-21,12:11:56,2,42,Carbonatite,12000.000000,50.000000,9303.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-05-21,12:11:56,2,42,Carbonatite,65.000000,3.000000,89.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-05-21,12:11:56,2,42,Carbonatite,3900.000000,60.000000,2828.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-05-21,12:11:56,2,42,Carbonatite,0.000000,0.010000,10.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-21,12:11:56,2,42,Carbonatite,0.000000,0.010000,18.000000,6.000000,4.086563,7.259477,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-05-21,12:11:56,2,42,Carbonatite,1000.000000,50.000000,1158.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-05-21,12:11:56,2,42,Carbonatite,750.000000,10.000000,1281.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-21,12:11:56,2,42,Carbonatite,1700.000000,100.000000,2360.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-05-21,12:11:56,2,42,Carbonatite,150.000000,6.000000,211.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-05-21,12:11:56,2,42,Carbonatite,480.000000,15.000000,801.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-05-21,12:11:56,2,42,Carbonatite,0.000000,0.010000,9.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-05-21,12:11:56,2,42,Carbonatite,0.000000,0.010000,148.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
P,2025-05-21,12:14:38,2,43,Phosphate,113500.000000,22979.000000,87718.000000,242.000000,559.462522,609.559114,3,113500 ppm > 4x max shale (1615 ppm)
Ca,2025-05-21,12:14:38,2,43,Phosphate,282600.000000,839.000000,287906.000000,561.000000,1215.927377,1339.104322,3,282600 ppm > 4x max shale (59900 ppm)
Ti,2025-05-21,12:14:38,2,43,Phosphate,900.000000,34.000000,609.000000,94.000000,73.212847,119.147475,4,manual: knock-on interference / matrix absorption
Cr,2025-05-21,12:14:38,2,43,Phosphate,49.200000,5.200000,376.000000,17.000000,19.357406,25.762553,4,manual: knock-on interference / matrix absorption
Mn,2025-05-21,12:14:38,2,43,Phosphate,8400.000000,40.000000,8472.000000,50.000000,128.816889,138.180284,3,8400 ppm > 4x max shale (1162 ppm)
Ni,2025-05-21,12:14:38,2,43,Phosphate,32.000000,4.170000,79.000000,4.000000,3.285938,5.176619,4,manual: knock-on interference / matrix absorption
Cu,2025-05-21,12:14:38,2,43,Phosphate,23.000000,5.020000,15.000000,4.000000,5.680503,6.947526,4,manual: knock-on interference / matrix absorption
Y,2025-05-21,12:14:38,2,43,Phosphate,631.000000,3.900000,674.000000,3.000000,2.956659,4.212105,3,631 ppm > 4x max shale (36.5 ppm)
Cd,2025-05-21,12:14:38,2,43,Phosphate,0.000000,0.010000,25.000000,5.000000,5.275421,7.268429,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-21,12:14:38,2,43,Phosphate,0.000000,0.010000,30.000000,6.000000,4.690416,7.615773,1,certified value 0 <= 1x uncertainty 0.01 (~0)
La,2025-05-21,12:14:38,2,43,Phosphate,495.800000,4.890000,765.000000,31.000000,32.195583,44.694021,3,495.8 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-21,12:14:38,2,43,Phosphate,928.800000,10.190000,1315.000000,38.000000,40.544980,55.568835,3,928.8 ppm > 4x max shale (108 ppm)
Nd,2025-05-21,12:14:38,2,43,Phosphate,351.000000,9.940000,403.000000,73.000000,83.283259,110.747918,3,351 ppm > 4x max shale (49.2 ppm)
W,2025-05-21,12:14:38,2,43,Phosphate,0.000000,0.010000,12.000000,3.000000,2.608959,3.975760,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Hg,2025-05-21,12:14:38,2,43,Phosphate,0.000000,0.010000,6.000000,2.000000,1.777601,2.675792,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Th,2025-05-21,12:14:38,2,43,Phosphate,10.700000,0.670000,36.000000,3.000000,3.037349,4.269132,4,manual: knock-on interference / matrix absorption
U,2025-05-21,12:14:38,2,43,Phosphate,30.500000,0.710000,27.000000,2.000000,1.426866,2.456817,4,manual: knock-on interference / matrix absorption
Rb,2025-05-21,17:55:00,3,110,Carbonate-Rich Shale,0.000000,0.010000,76.000000,1.000000,0.847319,1.310705,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sn,2025-05-21,17:57:56,3,111,Marine Shale,3.300000,0.100000,23.000000,5.000000,4.072002,6.448348,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-05-21,17:57:56,3,111,Marine Shale,0.000000,0.010000,6.000000,1.000000,1.292495,1.634179,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Se,2025-05-21,18:01:17,3,112,Black Shale,6.310000,0.870000,3.000000,1.000000,0.509525,1.122326,5,only 1 standard(s) retained after Rules 1-4 (< MIN_STANDARDS=2)
Hg,2025-05-21,18:01:17,3,112,Black Shale,0.000000,0.010000,10.000000,1.000000,1.142141,1.518054,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Mg,2025-05-21,18:03:56,3,113,Carbonatite,7540.000000,181.000000,3414.000000,873.000000,715.655280,1128.845197,4,manual: knock-on interference / matrix absorption
P,2025-05-21,18:03:56,3,113,Carbonatite,0.000000,0.010000,4440.000000,35.000000,88.475841,95.147120,1,certified value 0 <= 1x uncertainty 0.01 (~0)
K,2025-05-21,18:03:56,3,113,Carbonatite,1328.000000,166.000000,153.000000,14.000000,63.400690,64.928017,4,manual: knock-on interference / matrix absorption
Ca,2025-05-21,18:03:56,3,113,Carbonatite,345200.000000,2716.000000,346036.000000,647.000000,2302.419916,2391.599144,3,345200 ppm > 4x max shale (59900 ppm)
Cr,2025-05-21,18:03:56,3,113,Carbonatite,5.000000,0.010000,532.000000,17.000000,17.829589,24.635223,4,manual: knock-on interference / matrix absorption
Mn,2025-05-21,18:03:56,3,113,Carbonatite,3330.000000,3330.000000,2393.000000,26.000000,34.453657,43.163115,1,certified value 3330 <= 1x uncertainty 3330 (~0)
Cu,2025-05-21,18:03:56,3,113,Carbonatite,5.000000,0.010000,18.000000,3.000000,2.212088,3.727376,4,manual: knock-on interference / matrix absorption
Zn,2025-05-21,18:03:56,3,113,Carbonatite,87.000000,1.500000,59.000000,2.000000,3.324829,3.880011,4,manual: knock-on interference / matrix absorption
Rb,2025-05-21,18:03:56,3,113,Carbonatite,0.000000,0.010000,17.000000,1.000000,1.245505,1.597273,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Sr,2025-05-21,18:03:56,3,113,Carbonatite,12000.000000,50.000000,9235.000000,28.000000,44.512927,52.587077,3,12000 ppm > 4x max shale (420 ppm)
Zr,2025-05-21,18:03:56,3,113,Carbonatite,65.000000,3.000000,96.000000,3.000000,3.367929,4.510316,4,manual: knock-on interference / matrix absorption
Nb,2025-05-21,18:03:56,3,113,Carbonatite,3900.000000,60.000000,2881.000000,9.000000,41.137862,42.110850,3,3900 ppm > 4x max shale (15.3 ppm)
Mo,2025-05-21,18:03:56,3,113,Carbonatite,0.000000,0.010000,14.000000,1.000000,1.844952,2.098534,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Cd,2025-05-21,18:03:56,3,113,Carbonatite,0.000000,0.010000,15.000000,4.000000,3.117157,5.071160,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Ba,2025-05-21,18:03:56,3,113,Carbonatite,1000.000000,50.000000,1203.000000,19.000000,24.373365,30.904060,4,manual: knock-on interference / matrix absorption
La,2025-05-21,18:03:56,3,113,Carbonatite,750.000000,10.000000,1260.000000,33.000000,32.628444,46.407062,3,750 ppm > 4x max shale (52.5 ppm)
Ce,2025-05-21,18:03:56,3,113,Carbonatite,1700.000000,100.000000,2340.000000,42.000000,53.742859,68.207733,3,1700 ppm > 4x max shale (108 ppm)
Pr,2025-05-21,18:03:56,3,113,Carbonatite,150.000000,6.000000,174.000000,51.000000,40.640099,65.212097,3,150 ppm > 4x max shale (12.6 ppm)
Nd,2025-05-21,18:03:56,3,113,Carbonatite,480.000000,15.000000,574.000000,75.000000,92.046741,118.733325,3,480 ppm > 4x max shale (49.2 ppm)
Pb,2025-05-21,18:03:56,3,113,Carbonatite,0.000000,0.010000,8.000000,1.000000,1.242929,1.595265,1,certified value 0 <= 1x uncertainty 0.01 (~0)
Bi,2025-05-21,18:03:56,3,113,Carbonatite,0.000000,0.010000,139.000000,17.000000,15.890652,23.270428,1,certified value 0 <= 1x uncertainty 0.01 (~0)
